ISO3,NAME,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
SVN,SLOVENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,4,4,6,8,11,15,21,26,31,37,35,35,55,48,45,44,45,52,59,56,49,42,39,37,32,31,32,30,28,28,21,19,19,22,24,17,18,15,13,11,9,6,5,5,5,4
ZAF,SOUTHAFRIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,3,4,5,6,6,6,6,7,8,10,13,16,18,22,34,31,38,27,48,0,0,0,0,0,27,31,33,33,37,42,46,44,50,47,49,56,59,61,79,77,87,94,85,97,105,141,144,147,136,137,137,136,138,137,138,142,137,137,146,142,139,143,149,151,156,156,146,149,160,171,175,176,171,166,156,152,140,131,123,110
ESP,SPAIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,2,3,4,4,5,6,6,6,8,8,0,0,0,0,0,0,0,0,0,5,5,15,16,19,31,31,42,44,48,54,67,93,113,111,97,119,134,138,248,248,325,350,445,618,707,677,717,883,"1,079","1,124","1,417","1,214","1,238","1,282","1,444","1,259","1,093","1,002",829,797,727,712,702,745,781,845,836,770,830,788,705,769,726,740,667,680,691,566,551,525
LKA,SRILANKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,12,12,13,12,18,17,18,18,23,25,25,21,26,30,29,35,48,39,34,46,51,41,37,35,38,44,47,47,44,55,64,49,31,28,40,40,40,39,42,63,58,60,53,87,92,97,103,126,127,134,130,139,138
SDN,SUDAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,3,4,4,4,4,5,5,7,8,9,9,12,13,13,14,20,18,12,14,15,12,12,15,14,14,14,13,15,15,11,16,15,19,18,16,11,16,15,14,17,15,18,18,19,23,25,26,26
SWE,SWEDEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,3,4,4,1,1,4,5,3,4,5,6,7,8,8,10,11,14,15,17,18,19,22,24,28,32,35,13,3,3,3,3,5,44,74,79,72,91,120,131,141,163,202,246,228,261,263,318,300,323,366,386,429,497,458,543,610,639,600,595,599,528,560,569,512,445,424,353,322,252,165,154,130,131,102,110,74,52,50,48,41,41,35,34,28,28,24,21,21,20,20,19,18
CHE,SWITLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,4,5,5,5,5,5,5,5,5,3,1,1,1,1,0,5,9,11,11,13,14,16,17,21,26,34,35,41,42,51,51,63,81,80,95,100,118,132,146,179,185,186,190,159,144,158,152,141,124,94,86,78,73,64,58,53,49,43,37,34,31,29,22,24,21,21,21,19,14,13,14,13,12,12,13
SYR,SYRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,12,14,14,15,15,23,21,22,25,31,25,34,32,41,48,39,52,48,44,59,67,73,77,78,106,102,118,145,172,195,167,176,200,198,176,208,231,225,222,224,231,233,222,235,236,227,224,216,209,222,240
TWN,TAIPEI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,2,2,2,1,1,2,2,2,2,4,4,5,7,7,9,8,11,12,13,13,15,16,18,24,31,41,49,62,78,93,112,134,128,144,182,197,223,226,232,211,198,192,181,169,190,194,228,257,263,267,249,254,253,261,249,236,226,227,217,185,164,137,125,110
TJK,TAJIKISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,5,5,6,6,7,8,8,9,10,12,13,13,14,15,15,16,17,17,17,17,18,18,18,18,18,18,18,21,15,11,6,6,6,6,9,10,7,10,11,12,13,14
TZA,TANZANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,5,5,7,6,7,7,9,10,12,10,8,9,8,10,10,10,10,9,9,9,10,11,11,11,11,11,12,12,11,12,17,19,19,15,14,16,14,13,13,12,19
THA,THAILAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,9,11,14,15,17,17,19,22,24,29,32,45,44,56,72,103,85,90,114,130,152,145,143,171,193,223,222,247,215,171,185,189,160,163,162,190,229,332,344,383,443,492,592,618,571,517,516,460,403,408,356,353,304
TGO,TOGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,3,2,1,2,2,2
TTO,TRINIDAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2,2,3,3,3,3,2,2,1,1,1,2,2,2,2,2,2,2,3,3,2,5,9,6,3,5,2,3,1,1,5,4,3,4,3,3,3,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3
TUN,TUNISIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,6,6,5,6,6,7,7,7,8,12,10,12,12,14,15,14,16,17,15,15,15,16,19,21,25,28,28,27,33,29,27,33,27,33,37,36,43,41,42,36,33,35,37,37,39,41,39,36,33,31,27
TUR,TURKEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,7,8,10,10,12,13,14,13,20,18,21,26,31,35,44,52,63,72,82,92,107,121,135,135,143,163,181,174,140,143,160,192,224,239,248,270,326,329,372,411,386,408,431,400,424,427,414,394,376,402,353,368,363,334,300
TKM,TURKMENIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,4,2,3,3,4,4,5,6,7,8,9,10,12,13,15,16,18,20,22,23,26,28,32,35,39,41,43,45,48,50,53,53,54,54,54,55,56,55,54,54,54,59,49,67,38,42,40,46,49,51,57,59,66,73,91,94,104
ARE,UNITED ARAB EMIRATES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,6,13,30,33,46,59,67,80,79,111,113,114,117,124,126,129,131,135,142,139,132,108,108,105,103,104,102,103,106,107,108
GBR,UNITED KINGDOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,2,3,3,4,4,5,4,5,5,5,6,7,7,9,9,10,11,12,13,12,15,16,17,17,19,19,20,20,20,20,23,24,23,25,28,33,43,39,30,55,89,48,55,76,75,80,94,93,116,126,128,129,144,133,136,148,167,167,176,183,193,181,198,227,181,263,354,273,245,218,306,297,314,396,384,396,435,478,483,531,578,708,779,845,934,"1,011","1,111","1,242","1,368","1,453","1,525","1,676","1,913","1,946","2,053","1,990","1,780","1,531","1,421","1,405","1,358","1,315","1,007",806,804,654,"1,113",667,603,543,574,551,588,558,538,538,465,413,388,322,297,231,227,202,187,192,183,176
UKR,UKRAINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,4,5,6,7,8,8,10,12,12,15,14,19,19,22,25,26,31,35,33,30,31,23,26,28,28,30,31,29,30,29,30,33,36,32,14,16,14,14,17,19,19,20,23,28,27,32,45,55,49,52,62,67,75,80,86,88,88,95,93,84,117,70,85,98,116,134,83,96,109,123,146,173,199,226,252,279,308,352,395,434,473,510,559,599,641,711,759,831,902,"1,002","1,057","1,093","1,140","1,202","1,229","1,294","1,311","1,306","1,291","1,295","1,296","1,304","1,305","1,283","1,275","1,287","1,282","1,130",653,478,371,370,205,202,185,118,103,114,118,123,140,141
URY,URUGUAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,28,33,35,37,37,41,36,42,40,39,38,41,43,52,51,46,45,53,53,53,58,53,53,57,56,53,57,62,53,43,41,28,25,23,22,26,39,43,28,33,36,29,22,28,35,33,33,42,30,22,19,17,22,20
USA,USA,0,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,5,4,5,6,7,7,8,13,14,11,11,17,20,26,34,35,39,29,30,26,35,35,34,44,58,69,64,61,62,67,77,76,70,72,80,88,113,129,152,175,163,217,232,238,273,286,290,348,372,393,435,480,517,582,664,726,847,"1,002",953,"1,002","1,000","1,143","1,156","1,311","1,164","1,115","1,041","1,145","1,146","1,247","1,388","1,577","1,454","1,535","1,763","1,943","2,124","2,305","2,485","2,666","2,846","3,027","3,208","3,388","3,569","3,642","3,715","3,788","3,861","3,934","4,007","4,080","4,153","4,226","4,299","4,439","4,580","4,720","4,860","5,000","5,140","5,280","5,420","5,560","5,700","6,007","6,487","6,763","6,127","5,377","5,357","6,208","5,989","5,259","3,938","3,460","3,266","2,660","2,661","2,783","2,996","2,915","3,039","3,101","2,783","2,538","2,438","2,480","2,338","2,348","2,207","2,225","2,428","2,103","1,999","2,081","1,830","2,024","2,252","2,409"
UZB,UZBEKISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,4,4,4,4,4,4,4,4,5,3,4,4,5,6,4,4,5,6,7,8,10,11,13,14,16,19,22,25,28,31,34,38,42,47,52,58,65,74,80,85,91,99,104,112,116,119,121,124,128,132,135,136,138,143,140,136,122,112,93,109,111,115,113,107,98,99,98,115,110,93
VEN,VENEZUELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,5,5,4,3,2,3,4,4,10,15,4,11,23,11,1,10,22,10,183,16,23,27,40,71,91,102,125,226,260,296,126,395,321,248,172,280,238,287,223,273,281,334,282,164,168,186,177,162,163,150,184,220,263,258,263,254,254,226,217,236,206,226,215,233,229,221,297,207,241,240,227,192,220,266,235,203,230,243
VNM,VIETNAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,4,5,11,17,17,21,22,19,21,20,13,13,4,4,5,6,10,9,9,11,11,12,13,15,15,14,17,17,17,26,28,26,30,32,38,40,46,50,57,58,66,68
YEM,YEMEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,5,3,5,7,5,7,5,7,7,6,6,21,9,5,4,4,5,5,4,5,5,6,7,9,9,10,11,12,12,13,15,16,16,17,21,22,20,20,24,24,26,28,32,32,33,35,37,38,41
ZMB,ZAMBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,8,9,9,10,10,14,17,18,18,16,15,15,11,11,9,10,10,10,9,10,11,13,10,11,11,10,10,10,7,11,10,8,8,8,8,8,7,7
ZWE,ZIMBABWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,5,6,6,7,6,7,7,7,7,5,8,4,5,6,6,6,6,7,7,7,7,6,6,6,6,6,6,5,7,7,7,7,8,8,7,10,13,11,14,17,16,16,17,17,21,13,11,10,8,6,6
